words,counts
obsessive-compulsive disorder attention,3
nervosa obsessive-compulsive disorder,3
atrophic macular degeneration,3
Encodes subunit large,3
central role hair,3
polymerase II cis-regulatory,3
role hair nail,3
protein gene Phenotypes,3
body height adolescent,3
catalyzes proteolysis substrates,3
Low density lipoprotein,3
mineral density BMI-adjusted,3
carcinoma ovarian serous,3
lean mass mean,3
arterial pressure body,3
Phenotypes uterine fibroid,3
measurement free cholesterol,3
Complement Component Deficiency,3
Diseases Complement Component,3
prostate carcinoma ovarian,3
Oxidative Phosphorylation Deficiency,3
proteolysis substrates cytoskeletal,3
height adolescent idiopathic,3
substrates cytoskeletal remodeling,3
cytoskeletal remodeling signal,3
remodeling signal transduction,3
signal transduction phenotypes,3
transduction phenotypes mean,3
endometrioid carcinoma prostate,3
Combined Oxidative Phosphorylation,3
antisocial behavior measurement,3
abuse antisocial behavior,3
pressure BMI-adjusted hip,3
phenotypes glomerular filtration,3
density lipoprotein measurement,3
volume mean corpuscular,3
serous carcinoma breast,3
measurement body fat,3
sick sinus syndrome,3
alpha beta gamma,3
disease thyroid hormone,3
circumference protein gene,3
Crohn ’ s,3
keratinocyte carcinoma basal,3
Spastic Paraplegia Autosomal,3
cancer colorectal cancer,3
Paraplegia Autosomal Recessive,3
depressive symptom measurement,3
ratio body height,3
mineral density body,3
white cell count,3
myeloid white cell,3
binding activity Diseases,3
disease ulcerative colitis,3
measurement blood protein,3
thyroid preparation use,3
produces force minus,3
preparation use measurement,3
blood pressure alcohol,3
phenotypes HDL cholesterol,3
phenotypes basal cell,3
phenotypes mean arterial,3
subunit large protein,3
Deafness Autosomal Recessive,3
disease lean body,3
Phenotypes BMI-adjusted hip,3
chromosome humans Diseases,3
albumin measurement hemorrhoid,3
red blood cell,3
heart rate sex,3
gene chromosome humans,3
Pigmentosa Myh-Associated Polyposis,3
Retinitis Pigmentosa Myh-Associated,3
phenotypes body weight,3
multiple sclerosis Alzheimer,3
sclerosis Alzheimer disease,3
Alzheimer disease lean,3
Diseases Retinitis Pigmentosa,3
single gene chromosome,3
Muscular Dystrophy Limb-Girdle,3
chains Diseases Retinitis,3
light chains Diseases,3
nonidentical light chains,3
tissues single gene,3
body mass osteoarthritis,3
pairs nonidentical light,3
disease coronary artery,3
lipid sunthesis pyruvate,3
MYH pairs nonidentical,3
types tissues single,3
Type Muscular Dystrophy,3
range cell types,3
wide range cell,3
Phenotypes BMI-adjusted waist-hip,3
pressure BMI-adjusted waist-hip,3
albumin measurement serum,3
osteoarthritis hip multiple,3
Ogna Type Muscular,3
sunthesis pyruvate BMI-adjusted,3
frontal fibrosing alopecia,3
disease body height,3
stroke fibrinogen measurement,3
height type diabetes,3
body height type,3
circumference body height,3
gastroesophageal reflux disease,3
fibrinogen measurement BMI-adjusted,3
Simplex Ogna Type,3
circumference osteoarthritis hip,3
mass index BMI-adjusted,3
hip multiple sclerosis,3
measurement hemorrhoid bipolar,3
Bullosa Simplex Ogna,3
Epidermolysis Bullosa Simplex,3
Diseases Epidermolysis Bullosa,3
pyruvate BMI-adjusted waist,3
measurement diastolic blood,3
substrates fatty acids,3
bipolar Ischemic stroke,3
humans Diseases Epidermolysis,3
fatty acids oxygenated,3
hemorrhoid bipolar Ischemic,3
ratio visceral adipose,3
waist-hip ratio visceral,3
cardiac troponin T,3
isoforms wide range,3
cell types tissues,3
mass osteoarthritis knee,3
capable different elements,3
plakins cytolinkers capable,3
osteoarthritis knee periodontitis,3
related proteins plakins,3
functionally related proteins,3
part functionally related,3
structurally part functionally,3
family structurally part,3
important family structurally,3
member important family,3
prominent member important,3
Dystrophy Limb-Girdle Autosomal,3
catalyzes tissue-specific manner,3
protein pair myosin,3
metabolism various endogenous,3
endogenous substrates fatty,3
globulin measurement serum,3
Limb-Girdle Autosomal Recessive,3
Recessive Phenotypes body,3
rate sex hormone-binding,3
various endogenous substrates,3
body BMI-adjusted hip,3
membrane phenotypes BMI-adjusted,3
protons membrane phenotypes,3
pump protons membrane,3
H+-ATPase pump protons,3
vacuolar H+-ATPase pump,3
complex vacuolar H+-ATPase,3
lean mass heart,3
protein complex vacuolar,3
cytolinkers capable different,3
proteins plakins cytolinkers,3
different elements cytoskeleton,3
heavy chains MYH,3
glucose lipid sunthesis,3
reactions glucose lipid,3
Alternative results multiple,3
intitial reactions glucose,3
results multiple transcript,3
protein isoforms wide,3
acids oxygenated derivatives,3
several protein isoforms,3
multiple transcript variants,3
elements cytoskeleton several,3
cytoskeleton several protein,3
chains MYH pairs,3
Ischemic stroke fibrinogen,3
hepatitis B virus,3
pair myosin heavy,3
manner intitial reactions,3
plays important role,3
Diseases Charcot-Marie-Tooth Disease,3
tissue-specific manner intitial,3
hexameric protein pair,3
bipolar disorder BMI-adjusted,2
phenotypes PR interval,2
keratin genes region,2
genes region chromosome,2
type keratin genes,2
mass mean arterial,2
body height pulse,2
concentration mean corpuscular,2
body height breast,2
multiple type keratin,2
breast carcinoma bone,2
measurement mean arterial,2
height breast carcinoma,2
cholesterol measurement cortical,2
height pulse pressure,2
Phenotypes Low density,2
hemoglobin concentration mean,2
lymph node syndrome,2
membrane fusion control,2
vesicle-plasma membrane fusion,2
synaptic vesicle-plasma membrane,2
calcium synaptic vesicle-plasma,2
sensor calcium synaptic,2
ion sensor calcium,2
osteoarthritis hormone measurement,2
ratio osteoarthritis hormone,2
waist-hip ratio osteoarthritis,2
Menorrhagia BMI-adjusted waist,2
fibroid Menorrhagia BMI-adjusted,2
Menorrhagia uterine fibroid,2
fibroid Menorrhagia uterine,2
cell distribution width,2
menopause uterine fibroid,2
age menopause uterine,2
fibroid age menopause,2
uterine fibroid age,2
glucose-6-phosphate Phenotypes uterine,2
product glucose-6-phosphate Phenotypes,2
enzyme product glucose-6-phosphate,2
fusion control neurotransmitter,2
control neurotransmitter release,2
neurotransmitter release output,2
fibrillation waist-hip ratio,2
mucocutaneous lymph node,2
measurement metabolic syndrome,2
measurement peripheral arterial,2
peripheral arterial disease,2
corpuscular volume mean,2
body height high,2
height high density,2
circumference HDL cholesterol,2
waist circumference HDL,2
atrial fibrillation waist-hip,2
waist-hip ratio bone,2
microtubules phenotypes triglyceride,2
height atrial fibrillation,2
body height atrial,2
blood cell distribution,2
cardiovascular disease coronary,2
synapses phenotypes BMI,2
output synapses phenotypes,2
release output synapses,2
ratio bone mineral,2
region chromosome same,2
ion binding activity,2
chromosome same direction,2
measurement phospholipid measurement,2
femoral neck bone,2
bone density BMI-adjusted,2
formation phenotypes basal,2
Tracheoesophageal Fistula Esophageal,2
Fistula Esophageal Atresia,2
platelet component distribution,2
component distribution width,2
measurement birth weight,2
blood pressure hemoglobin,2
cholesterol measurement mean,2
skin carcinoma cognitive,2
carcinoma systolic blood,2
total blood protein,2
Phenotypes heart rate,2
Diseases Combined Oxidative,2
PR interval atrial,2
Free cholesterol measurement,2
clostridium difficile infection,2
ventricular ejection fraction,2
ejection fraction measurement,2
neck bone mineral,2
decline measurement neuroblastoma,2
heart rate response,2
artery intima media,2
circumference waist-hip ratio,2
Growth Skeletal Anomalies,2
Poor Growth Skeletal,2
Disorder Poor Growth,2
Neurodevelopmental Disorder Poor,2
triglyceride measurement body,2
measurement autoimmune thyroid,2
thyroid disease hypothyroidism,2
carotid artery intima,2
intima media thickness,2
measurement neuroblastoma squamous,2
measurement venous thromboembolism,2
use measurement autoimmune,2
sex interaction measurement,2
pressure alcohol drinking,2
formation phenotypes HDL,2
cancer role hair,2
carcinoma cancer role,2
neuroblastoma squamous cell,2
Diseases corneal resistance,2
heart function measurement,2
rate response recovery,2
same direction transcription,2
phenotypes appendicular lean,2
regulatory region sequence-specific,2
transcription regulatory region,2
II transcription regulatory,2
polymerase II transcription,2
repressor activity RNA,2
transcription repressor activity,2
DNA-binding transcription repressor,2
body height BMI-adjusted,2
height BMI-adjusted hip,2
intermediate density lipoprotein,2
activity negative regulation,2
measurement cervical carcinoma,2
measurement alcohol consumption,2
II hair nails,2
type II hair,2
transcription type II,2
cholesterol total lipids,2
total lipids ratio,2
direction transcription type,2
blood pressure systolic,2
binding activity negative,2
Similar allosteric enzyme,2
response recovery post,2
disease acute myeloid,2
recovery post exercise,2
vesicles phenotypes gut,2
intracellular vesicles phenotypes,2
membrane intracellular vesicles,2
plasma membrane intracellular,2
transport plasma membrane,2
Familial sick sinus,2
serine-type endopeptidase activity,2
cholestrol transport plasma,2
diabetes diastolic blood,2
measurement hip bone,2
Epstein-Barr virus infection,2
type diabetes diastolic,2
microtubules phenotypes type,2
cholesterol measurement measurement,2
Abdominal Aortic Aneurysm,2
B measurement total,2
apolipoprotein B measurement,2
measurement apolipoprotein B,2
cholesterol measurement apolipoprotein,2
allosteric enzyme product,2
Peripheral Neuropathy Renal,2
encodes Similar allosteric,2
subunit mitochondrial DNA,2
andcardiac troponin T,2
activity regulation transcription,2
circumference body fat,2
binding activity regulation,2
membrane phenotypes body,2
body height Encodes,2
measurement waist-hip ratio,2
plays essential role,2
measurement PHF-tau measurement,2
mitochondrial DNA polymerase,2
Catalytic subunit mitochondrial,2
concentration Diseases Glycogen,2
circumference mean arterial,2
waist circumference mean,2
Protein Deficiency Phenotypes,2
anterior-posterior axis phenotypes,2
measurement hexameric protein,2
system cells specific,2
regulatory system cells,2
phenotypes thyroid preparation,2
developmental regulatory system,2
part developmental regulatory,2
amino acids phenotypes,2
measurement andcardiac troponin,2
artery disease diastolic,2
hemoglobin high density,2
Glycogen Storage Disease,2
Storage Disease Ixb,2
Disease Ixb Phosphorylase,2
Ixb Phosphorylase Kinase,2
Phosphorylase Kinase Deficiency,2
Kinase Deficiency Phenotypes,2
Deficiency Phenotypes Strabismus,2
measurement autism spectrum,2
corpuscular hemoglobin high,2
Sulfonamide Allergy Primary,2
Allergy Primary Ciliary,2
Primary Ciliary Dyskinesia,2
Ciliary Dyskinesia Phenotypes,2
Dyskinesia Phenotypes diastolic,2
alopecia acute myeloid,2
fibrosing alopecia acute,2
Phenotypes diastolic blood,2
blood pressure urinary,2
pressure urinary uromodulin,2
urinary uromodulin measurement,2
uromodulin measurement andcardiac,2
lung carcinoma non-melanoma,2
asthma lung carcinoma,2
Aspirin-induced asthma lung,2
Sjogren syndrome primary,2
virus infection Sjogren,2
chronic hepatitis B,2
disease obselete thyrotoxic,2
obselete thyrotoxic periodic,2
Phenotypes Graves disease,2
Recessive Phenotypes Graves,2
Dysplasia Autosomal Recessive,2
measurement DNA-binding transcription,2
Dominant Otospondylomegaepiphyseal Dysplasia,2
remnant cholesterol measurement,2
Autosomal Dominant Otospondylomegaepiphyseal,2
disease BMI-adjusted hip,2
Crohn disease BMI-adjusted,2
similar protein mouse,2
Dysplasia Autosomal Dominant,2
height triglyceride measurement,2
body height triglyceride,2
Diseases Otospondylomegaepiphyseal Dysplasia,2
thyrotoxic periodic paralysis,2
disease pulse pressure,2
colitis inflammatory bowel,2
infection Sjogren syndrome,2
syndrome primary biliary,2
carcinoma Aspirin-induced asthma,2
Graves disease obselete,2
hepatocellular carcinoma Aspirin-induced,2
erythematosus hepatocellular carcinoma,2
lupus erythematosus hepatocellular,2
schizophrenia systemic lupus,2
carcinoma schizophrenia systemic,2
prostate carcinoma schizophrenia,2
disease prostate carcinoma,2
kidney disease prostate,2
Achalasia kidney disease,2
carcinoma Achalasia kidney,2
cervical carcinoma Achalasia,2
disease autoimmune disease,2
catalyzes cleavage citrate,2
cleavage citrate oxaloacetate,2
citrate oxaloacetate acetyl-CoA,2
severe aplastic anemia,2
oxaloacetate acetyl-CoA phenotypes,2
acetyl-CoA phenotypes BMI-adjusted,2
waist-hip ratio Graves,2
onset asthma hypothyroidism,2
ratio Graves disease,2
Diseases Glycogen Storage,2
calcium concentration Diseases,2
calcium ion sensor,2
interval pancreatic carcinoma,2
Agenesis Corpus Callosum,2
Corpus Callosum Peripheral,2
Callosum Peripheral Neuropathy,2
ratio HDL cholesterol,2
Neuropathy Renal Tubular,2
Renal Tubular Acidosis,2
Tubular Acidosis Phenotypes,2
Acidosis Phenotypes PR,2
Phenotypes PR interval,2
PR interval pancreatic,2
pancreatic carcinoma myeloid,2
enzyme calcium concentration,2
carcinoma myeloid white,2
chain force ciliary,2
force ciliary beating,2
cell count lung,2
count lung adenocarcinoma,2
lung adenocarcinoma JT,2
adenocarcinoma JT interval,2
JT interval body,2
interval body weight,2
body weight lung,2
Diseases Agenesis Corpus,2
activity Diseases Agenesis,2
heavy chain force,2
Enables binding activity,2
key calcium ion,2
class III region,2
carcinoma squamous cell,2
protein measurement mean,2
chromosome Diseases Complement,2
measurement familial hyperlipidemia,2
Component Deficiency [,2
measurement heart rate,2
mass type diabetes,2
lean mass type,2
leukemia body height,2
Encodes protein axonemal,2
protein axonemal dynein,2
pressure measurement blood,2
axonemal dynein heavy,2
dynein heavy chain,2
brain phenotypes systolic,2
connections brain phenotypes,2
neuronal connections brain,2
speciic neuronal connections,2
maintenance speciic neuronal,2
weight lung carcinoma,2
lung carcinoma cerebral,2
carcinoma cerebral microbleeds,2
variants distinct isoforms,2
distinct isoforms Diseases,2
isoforms Diseases Sulfonamide,2
polymer subunits alpha,2
subunits alpha beta,2
Diseases Sulfonamide Allergy,2
beta gamma delta,2
gamma delta gamma,2
delta gamma active,2
gamma active site,2
active site enzyme,2
site enzyme alpha,2
enzyme alpha beta,2
alpha beta subunits,2
beta subunits regulatory,2
subunits regulatory functions,2
regulatory functions phosphorylation,2
functions phosphorylation delta,2
phosphorylation delta subunit,2
delta subunit dependence,2
subunit dependence enzyme,2
dependence enzyme calcium,2
waist circumference protein,2
glycerol-3-phosphate dehydrogenase activity,2
establishment maintenance speciic,2
dehydrogenase activity phenotypes,2
ciliary beating energy,2
measurement Encodes protein,2
beating energy ATP,2
cancer body height,2
measurement non-melanoma skin,2
energy ATP hydrolysis,2
ATP hydrolysis Alternative,2
oral cavity cancer,2
hydrolysis Alternative results,2
transcript variants distinct,2
measurement Alzheimer disease,2
height lean body,2
body height lean,2
mass body height,2
Chronic Lymphocytic Leukemia,2
circumference central role,2
hip circumference central,2
phenotypes body fat,2
Cleft palate cleft,2
palate cleft lip,2
activity phenotypes body,2
waist circumference waist-hip,2
ulcerative colitis inflammatory,2
waist-hip ratio HDL,2
cancer cells Diseases,2
hormone measurement body,2
disease cholangitis lung,2
cholangitis lung carcinoma,2
body mass BMI-adjusted,2
lung carcinoma body,2
carcinoma body mass,2
mass index hypothyroidism,2
drugs diabetes measurement,2
index hypothyroidism Drugs,2
hypothyroidism Drugs bone,2
body weight BMI,2
anti-Mullerian hormone measurement,2
disease triglyceride measurement,2
lipoprotein phenotypes triglyceride,2
non-alcoholic fatty liver,2
measurement ovarian serous,2
lupus erythematosus heart,2
erythematosus heart rate,2
heart rate variability,2
rate variability measurement,2
variability measurement response,2
weight spondylitis psoriasis,2
body weight spondylitis,2
carcinoma body weight,2
Type Phenotypes body,2
Diseases Spastic Paraplegia,2
measurement depressive symptom,2
measurement glucose measurement,2
Autosomal Recessive Pontocerebellar,2
measurement cholesterol measurement,2
Recessive Pontocerebellar Hypoplasia,2
Pontocerebellar Hypoplasia Type,2
Hypoplasia Type Phenotypes,2
lung adenocarcinoma Encodes,2
body height calcium,2
pancreatic carcinoma body,2
body BMI-adjusted waist-hip,2
density body BMI-adjusted,2
height calcium measurement,2
calcium measurement bone,2
mineral density bone,2
mineral density vital,2
density vital capacity,2
vital capacity pancreatic,2
capacity pancreatic carcinoma,2
measurement response antipsychotic,2
response antipsychotic drug,2
antipsychotic drug Encodes,2
height mean corpuscular,2
neck squamous cell,2
waist-hip ratio BMI,2
phenotypes waist-hip ratio,2
waist circumference type,2
circumference type diabetes,2
Phenotypes breast carcinoma,2
lung carcinoma Drugs,2
carcinoma Drugs bone,2
height body mass,2
lupus erythematosus systolic,2
colorectal cancer ovarian,2
blood pressure change,2
pressure change measurement,2
erythematosus systolic blood,2
body height mean,2
encodes unconventional myosin,2
unconventional myosin phenotypes,2
myosin phenotypes BMI-adjusted,2
ratio body BMI-adjusted,2
waist circumference appendicular,2
head neck squamous,2
breast cancer colorectal,2
drug Encodes G-protein,2
Dental Caries Renal,2
Encodes G-protein coupled,2
Phenotypes acute myeloid,2
measurement pulse pressure,2
G-protein coupled receptor,2
coupled receptor taste,2
receptor taste responses,2
taste responses Diseases,2
responses Diseases Dental,2
Diseases Dental Caries,2
Caries Renal Pelvis,2
Phenotypes lung carcinoma,2
Renal Pelvis Transitional,2
Pelvis Transitional Cell,2
Transitional Cell Carcinoma,2
Cell Carcinoma Phenotypes,2
Carcinoma Phenotypes lung,2
disease BMI-adjusted waist,2
growth factor measurement,2
endothelial growth factor,2
vascular endothelial growth,2
cells Diseases Spastic,2
rate diastolic blood,2
mass hip circumference,2
filtration rate diastolic,2
height HDL cholesterol,2
height body fat,2
arterial pressure hypertension,2
neuoblastoma squamous cell,2
measurement neuoblastoma squamous,2
decline measurement neuoblastoma,2
lung carcinoma pancreatic,2
endometrioid carcinoma breast,2
coloretal cancer ovarian,2
cancer coloretal cancer,2
breast cancer coloretal,2
carcinoma lung carcinoma,2
skin carcinoma lung,2
prostate carcinoma basal,2
phenotypes prostate carcinoma,2
gene phenotypes prostate,2
BMI BMI-adjusted waist-hip,2
colorectal cancer coronary,2
cancer coronary artery,2
gene phenotypes body,2
volumetric bone mineral,2
tissue measurement mean,2
symptom measurement Encodes,2
osteoarthritis BMI-adjusted waist,2
plasma membrane phenotypes,2
protein binding activity,2
body height birth,2
microbiome measurement protein,2
BMI breast carcinoma,2
verbal-numerical reasoning measurement,2
Encodes prominent member,2
Disease Axonal Type,2
Charcot-Marie-Tooth Disease Axonal,2
arterial pressure BMI,2
count systolic blood,2
small vessel stroke,2
blood pressure type,2
Multiple Congenital Anomalies-Hypotonia-Seizures,2
Congenital Anomalies-Hypotonia-Seizures Syndrome,2
pressure type diabetes,2
body weight type,2
weight type diabetes,2
carcinoma gut microbiome,2
lean mass osteoarthritis,2
mass osteoarthritis BMI-adjusted,2
amylase isoenzyme pancreas,2
phenotypes breast carcinoma,2
breast carcinoma prostate,2
inner membrane highly-related,2
disease status measurement,2
blood pressure protein,2
acute lymphoblastic leukemia,2
lean mass systolic,2
mass systolic blood,2
measurement colorectal cancer,2
Encodes protein mitochondrial,2
protein mitochondrial inner,2
mitochondrial inner membrane,2
membrane highly-related protein,2
measurement adolescent idiopathic,2
highly-related protein ATAD3A,2
protein ATAD3A almost,2
ATAD3A almost exclusively,2
almost exclusively pluripotent,2
exclusively pluripotent embryonic,2
pluripotent embryonic stem,2
embryonic stem cells,2
stem cells cancer,2
cells cancer cells,2
measurement cardiovascular disease,2
resistance factor central,2
encodes amylase isoenzyme,2
activity down-stream ERK,2
type diabetes BMI,2
disease metabolism various,2
artery disease metabolism,2
stroke coronary artery,2
ischemic stroke coronary,2
phenotypes ischemic stroke,2
pathway phenotypes ischemic,2
ERK pathway phenotypes,2
down-stream ERK pathway,2
RAS activity down-stream,2
factor central corneal,2
